score,votes,runtime,budget,gross,movie_status
6.5,44000.0,97.0,3000000.0,12090735.0,Hit
6.9,51000.0,120.0,20000000.0,17637950.0,Flop
6.7,25000.0,120.0,6000000.0,46616067.0,Hit
5.4,25000.0,105.0,20000000.0,13854000.0,Flop
6.9,9600.0,120.0,15000000.0,6908797.0,Flop
5.9,10000.0,93.0,2500000.0,1189315.0,Flop
5.8,8900.0,99.0,17000000.0,8578231.0,Flop
6.0,15000.0,103.0,2000000.0,725131.0,Flop
5.8,19000.0,89.0,6200000.0,9205924.0,Flop
5.9,4000.0,100.0,5000000.0,3569939.0,Flop
7.2,19000.0,119.0,6000000.0,5680515.0,Flop
7.3,17000.0,103.0,,13994920.0,Flop
6.0,15000.0,85.0,1100000.0,671382.0,Flop
7.6,37000.0,88.0,700000.0,7263129.0,Hit
5.9,12000.0,106.0,20000000.0,16031707.0,Flop
4.6,33000.0,90.0,,19510371.0,Flop
6.1,30000.0,115.0,23000000.0,41292551.0,Flop
6.2,14000.0,90.0,1200000.0,3109904.0,Hit
6.6,15000.0,106.0,20000000.0,51684798.0,Hit
6.4,4000.0,98.0,5000000.0,6957975.0,Flop
5.4,16000.0,116.0,17500000.0,25024919.0,Flop
4.7,17000.0,98.0,10500000.0,14114488.0,Flop
6.2,12000.0,95.0,3000000.0,808114.0,Flop
6.2,20000.0,101.0,19000000.0,25537221.0,Flop
7.0,9000.0,102.0,,13133.0,Flop
5.9,12000.0,104.0,7500000.0,2983784.0,Flop
3.8,15000.0,98.0,20000000.0,11798302.0,Flop
6.0,6700.0,121.0,6500000.0,14545844.0,Hit
4.6,6300.0,91.0,22000000.0,17550399.0,Flop
5.5,1600.0,96.0,,159969.0,Flop
5.7,24000.0,110.0,15000000.0,21630088.0,Flop
6.5,23000.0,98.0,7000000.0,19595031.0,Hit
5.5,2600.0,90.0,,6264058.0,Flop
6.0,17000.0,97.0,,20324096.0,Flop
6.4,13000.0,97.0,,40150487.0,Flop
6.2,11000.0,113.0,7000000.0,5344577.0,Flop
5.9,14000.0,97.0,,18875011.0,Flop
8.2,29000.0,142.0,,,Flop
6.1,3500.0,91.0,12000000.0,15855828.0,Flop
6.5,14000.0,97.0,3000000.0,7282851.0,Hit
6.9,17000.0,110.0,23000000.0,19652638.0,Flop
5.4,10000.0,96.0,7000000.0,20256975.0,Hit
5.7,7600.0,107.0,25000000.0,16118077.0,Flop
6.8,12000.0,110.0,15000000.0,29300090.0,Flop
7.3,9100.0,111.0,8000000.0,161004.0,Flop
6.7,6400.0,113.0,4700000.0,1705139.0,Flop
7.0,25000.0,129.0,22000000.0,61149479.0,Hit
6.3,15000.0,91.0,16000000.0,32155047.0,Hit
6.3,5800.0,127.0,19000000.0,25816139.0,Flop
7.0,9800.0,87.0,3700000.0,1145404.0,Flop
5.9,3600.0,102.0,,540000.0,Flop
5.1,8800.0,86.0,,15122324.0,Flop
5.9,4500.0,90.0,,17514553.0,Flop
6.2,4200.0,102.0,6000000.0,960040.0,Flop
5.8,3100.0,94.0,,401421.0,Flop
5.5,14000.0,86.0,4500000.0,3813293.0,Flop
6.0,7200.0,86.0,5000000.0,3588626.0,Flop
7.3,13000.0,110.0,4000000.0,3468572.0,Flop
4.9,3400.0,92.0,,8253123.0,Flop
7.7,17000.0,96.0,,31753898.0,Flop
6.9,6000.0,117.0,22000000.0,13825794.0,Flop
5.7,4400.0,93.0,,2567099.0,Flop
5.9,9300.0,98.0,,13664060.0,Flop
5.1,1700.0,105.0,14000000.0,6640346.0,Flop
6.5,8300.0,105.0,,3966256.0,Flop
5.0,3800.0,97.0,,12277096.0,Flop
5.9,3000.0,97.0,1000000.0,,Flop
7.2,12000.0,161.0,9000000.0,2181286.0,Flop
6.7,4200.0,98.0,,7467504.0,Flop
8.0,8800.0,113.0,,2080758.0,Flop
5.2,8500.0,91.0,,11536599.0,Flop
5.9,8200.0,128.0,15000000.0,21042667.0,Flop
6.6,2400.0,99.0,,13687027.0,Flop
6.2,5300.0,89.0,,10815378.0,Flop
4.3,1800.0,100.0,,717376.0,Flop
7.4,4800.0,108.0,,1192322.0,Flop
6.0,5100.0,98.0,15000000.0,1733070.0,Flop
7.3,6400.0,175.0,,3331297.0,Flop
7.7,6800.0,120.0,,4870903.0,Flop
5.7,3900.0,99.0,18000000.0,1883811.0,Flop
6.0,1200.0,88.0,,,Flop
6.2,9700.0,96.0,,12706478.0,Flop
4.9,6000.0,103.0,,6193901.0,Flop
5.2,8400.0,105.0,16000000.0,4192440.0,Flop
7.2,8300.0,118.0,,424773.0,Flop
5.4,4000.0,91.0,,940173.0,Flop
6.6,1800.0,99.0,3000000.0,187349.0,Flop
5.0,1700.0,102.0,,6337299.0,Flop
4.9,2200.0,81.0,210000.0,,Flop
5.8,497.0,104.0,,7721852.0,Flop
5.8,3600.0,95.0,7000000.0,5979011.0,Flop
4.6,6100.0,113.0,,14681192.0,Flop
5.5,2600.0,91.0,,3074681.0,Flop
5.7,994.0,105.0,12000000.0,3965604.0,Flop
7.3,3100.0,105.0,,2319801.0,Flop
5.8,4800.0,97.0,19000000.0,11005304.0,Flop
7.0,9800.0,107.0,,8539181.0,Flop
5.6,3600.0,80.0,4000000.0,9797098.0,Hit
7.3,13000.0,81.0,10000000.0,1562749.0,Flop
6.7,5500.0,92.0,,241278.0,Flop
5.7,3900.0,102.0,16000000.0,4594452.0,Flop
6.4,4800.0,110.0,3000000.0,1984315.0,Flop
5.4,2300.0,91.0,6000000.0,40397.0,Flop
6.2,3800.0,93.0,4000000.0,1791328.0,Flop
5.4,1200.0,93.0,,,Flop
5.9,3500.0,105.0,18000000.0,9129999.0,Flop
5.7,1300.0,108.0,,188964.0,Flop
6.7,5700.0,124.0,,8674093.0,Flop
6.9,3900.0,97.0,4000000.0,16262415.0,Hit
7.0,3400.0,100.0,,3527886.0,Flop
5.5,997.0,108.0,,2432536.0,Flop
4.4,3100.0,83.0,,6436211.0,Flop
6.0,3000.0,97.0,6000000.0,10068039.0,Flop
5.1,4900.0,92.0,,2955917.0,Flop
6.8,1200.0,104.0,,1451857.0,Flop
6.2,3000.0,127.0,22000000.0,12638294.0,Flop
5.7,1200.0,97.0,13000000.0,5509417.0,Flop
6.7,2100.0,100.0,,303624.0,Flop
5.4,688.0,81.0,,344375.0,Flop
3.8,4700.0,105.0,,10497324.0,Flop
4.9,309.0,91.0,,,Flop
5.4,1500.0,101.0,6000000.0,1869148.0,Flop
5.8,2200.0,99.0,6000000.0,657446.0,Flop
6.3,1700.0,108.0,,1223326.0,Flop
6.6,1900.0,118.0,,1560700.0,Flop
5.7,3800.0,117.0,,9974446.0,Flop
7.3,998.0,95.0,,,Flop
5.4,1600.0,97.0,,1348771.0,Flop
5.4,613.0,119.0,,747013.0,Flop
6.4,1900.0,91.0,8000000.0,1893139.0,Flop
5.3,3500.0,96.0,,5301200.0,Flop
4.2,949.0,102.0,13000000.0,259019.0,Flop
5.9,2000.0,90.0,5000000.0,429028.0,Flop
7.4,3900.0,84.0,,771745.0,Flop
5.6,10000.0,95.0,6000000.0,28202109.0,Hit
5.4,3000.0,82.0,,3838793.0,Flop
6.0,5500.0,103.0,20000000.0,11444204.0,Flop
6.5,1500.0,89.0,,,Flop
6.2,2700.0,102.0,12000000.0,7242035.0,Flop
5.7,3900.0,93.0,3000000.0,343786.0,Flop
7.0,3700.0,124.0,4000000.0,1267578.0,Flop
5.7,1500.0,103.0,14000000.0,4764606.0,Flop
8.2,707000.0,127.0,48000000.0,474171806.0,Hit
6.6,66000.0,114.0,17000000.0,30050028.0,Flop
7.5,346000.0,126.0,35000000.0,411508343.0,Hit
7.0,123000.0,90.0,10000000.0,40508994.0,Hit
7.5,111000.0,107.0,,84431625.0,Flop
8.1,442000.0,128.0,16400000.0,235860116.0,Hit
7.6,244000.0,83.0,40000000.0,211343479.0,Hit
7.5,167000.0,140.0,70000000.0,90000098.0,Flop
7.8,494000.0,108.0,40000000.0,332500002.0,Hit
8.0,94000.0,120.0,6500000.0,37295445.0,Hit
6.4,146000.0,93.0,18000000.0,222724172.0,Hit
6.2,66000.0,97.0,13000000.0,71079915.0,Hit
6.4,51000.0,97.0,,30218387.0,Flop
5.3,56000.0,112.0,,38956288.0,Flop
7.2,52000.0,100.0,1200000.0,24741667.0,Hit
7.6,201000.0,95.0,16000000.0,93232006.0,Hit
7.2,64000.0,107.0,11000000.0,49797148.0,Hit
7.3,50000.0,117.0,15000000.0,96759512.0,Hit
6.6,97000.0,103.0,11500000.0,57470138.0,Hit
7.0,88000.0,100.0,15000000.0,79258538.0,Hit
6.6,187000.0,108.0,37000000.0,215394738.0,Hit
6.4,98000.0,104.0,55000000.0,63408614.0,Flop
7.2,101000.0,145.0,14000000.0,161001698.0,Hit
7.8,126000.0,122.0,18000000.0,26979166.0,Flop
7.0,46000.0,124.0,20000000.0,126297830.0,Hit
7.2,166000.0,114.0,28000000.0,227853986.0,Hit
7.6,164000.0,97.0,27000000.0,73594646.0,Hit
6.9,71000.0,102.0,18000000.0,49101993.0,Hit
7.3,85000.0,100.0,,21515196.0,Flop
6.6,97000.0,133.0,32000000.0,156167015.0,Hit
7.2,7400.0,108.0,,6056912.0,Flop
6.1,21000.0,116.0,30000000.0,60864870.0,Hit
6.4,39000.0,109.0,24000000.0,22099847.0,Flop
7.6,36000.0,124.0,,7724701.0,Flop
6.2,16000.0,103.0,7000000.0,9094451.0,Flop
6.9,50000.0,103.0,18000000.0,46908987.0,Hit
7.1,42000.0,113.0,22500000.0,18671317.0,Flop
6.4,9100.0,108.0,18000000.0,10647219.0,Flop
7.9,70000.0,103.0,,14743391.0,Flop
6.8,50000.0,116.0,26000000.0,160188546.0,Hit
4.6,12000.0,105.0,,11060485.0,Flop
6.1,12000.0,100.0,,793775.0,Flop
6.1,14000.0,100.0,6000000.0,14278900.0,Hit
7.0,27000.0,97.0,5000000.0,6157157.0,Flop
5.9,78000.0,93.0,7500000.0,296999813.0,Hit
5.5,57000.0,107.0,27800000.0,52210049.0,Flop
7.0,26000.0,101.0,,4088140.0,Flop
6.8,38000.0,84.0,13800000.0,27100027.0,Flop
5.1,30000.0,86.0,500000.0,10166459.0,Hit
6.4,29000.0,122.0,31000000.0,74134790.0,Hit
5.8,19000.0,98.0,25000000.0,15704614.0,Flop
6.4,13000.0,97.0,5000000.0,1700000.0,Flop
6.8,38000.0,96.0,10400000.0,7825009.0,Flop
6.5,52000.0,97.0,1500000.0,14697005.0,Hit
6.6,51000.0,125.0,30000000.0,134212055.0,Hit
5.8,9600.0,105.0,18000000.0,8508843.0,Flop
7.4,102000.0,99.0,7500000.0,145793296.0,Hit
7.3,34000.0,101.0,2500000.0,4729352.0,Flop
5.1,42000.0,89.0,6000000.0,22168359.0,Hit
5.8,6500.0,114.0,,5552441.0,Flop
5.1,36000.0,96.0,5000000.0,11642254.0,Hit
5.4,11000.0,99.0,8000000.0,8143225.0,Flop
6.8,39000.0,113.0,19000000.0,110879513.0,Hit
6.1,4200.0,101.0,9000000.0,19674852.0,Hit
6.0,32000.0,101.0,17000000.0,78247647.0,Hit
7.4,19000.0,108.0,10000000.0,31906454.0,Hit
7.5,29000.0,137.0,9000000.0,10161099.0,Flop
5.4,4100.0,90.0,,12065892.0,Flop
4.6,35000.0,100.0,5000000.0,14343976.0,Hit
6.1,8600.0,90.0,,27843.0,Flop
7.0,13000.0,137.0,33000000.0,1132112.0,Flop
6.5,4800.0,106.0,7000000.0,8800000.0,Flop
6.9,22000.0,114.0,13000000.0,18428904.0,Flop
5.5,15000.0,109.0,5000000.0,16554699.0,Hit
5.8,9700.0,108.0,12000000.0,15942628.0,Flop
5.1,22000.0,105.0,,38903179.0,Flop
5.6,17000.0,99.0,,15351421.0,Flop
7.6,26000.0,110.0,2800000.0,1544973.0,Flop
6.0,3600.0,120.0,22000000.0,19131246.0,Flop
6.2,1400.0,113.0,11987578.0,444055.0,Flop
6.3,7400.0,105.0,10000000.0,2777280.0,Flop
6.1,20000.0,95.0,8000000.0,39450960.0,Hit
5.6,5900.0,107.0,5000000.0,1919653.0,Flop
6.2,13000.0,107.0,,1932642.0,Flop
7.9,56000.0,104.0,19000000.0,18254702.0,Flop
6.5,6300.0,113.0,,20047604.0,Flop
6.8,5300.0,90.0,18000000.0,4973285.0,Flop
6.1,7500.0,98.0,,3960327.0,Flop
6.3,4600.0,94.0,4000000.0,283694.0,Flop
6.9,16000.0,98.0,,6291444.0,Flop
5.8,6100.0,108.0,,5777099.0,Flop
6.5,11000.0,108.0,16000000.0,16278590.0,Flop
6.5,13000.0,113.0,15000000.0,28890240.0,Flop
6.8,5900.0,102.0,,1730005.0,Flop
7.1,7000.0,85.0,35000000.0,1368000.0,Flop
5.5,2900.0,97.0,5000000.0,3416846.0,Flop
6.2,16000.0,108.0,,13741060.0,Flop
6.4,17000.0,124.0,15000000.0,10763469.0,Flop
6.3,4300.0,113.0,13000000.0,22026369.0,Flop
6.4,16000.0,86.0,10000000.0,2692037.0,Flop
4.7,4400.0,88.0,4000000.0,192816.0,Flop
5.6,6700.0,97.0,,4611062.0,Flop
6.1,22000.0,106.0,20000000.0,10555348.0,Flop
6.1,9200.0,94.0,20000000.0,7237794.0,Flop
5.9,15000.0,94.0,,10982364.0,Flop
6.0,5200.0,98.0,,4557214.0,Flop
6.5,7200.0,127.0,30000000.0,3563162.0,Flop
4.4,29000.0,84.0,12000000.0,11567217.0,Flop
5.8,6900.0,94.0,,18699037.0,Flop
6.5,6500.0,90.0,,882290.0,Flop
5.4,11000.0,122.0,19000000.0,12143484.0,Flop
6.2,11000.0,96.0,15000000.0,40586886.0,Hit
5.4,6000.0,85.0,10000000.0,1272977.0,Flop
4.4,6000.0,93.0,8000000.0,16093651.0,Hit
5.7,12000.0,110.0,,12195695.0,Flop
4.3,1800.0,90.0,2500000.0,,Flop
6.3,1900.0,98.0,,259486.0,Flop
5.7,3700.0,93.0,1500000.0,1519796.0,Flop
6.2,2800.0,104.0,,536508.0,Flop
6.2,4800.0,100.0,5000000.0,117463.0,Flop
6.1,6800.0,81.0,3000000.0,870532.0,Flop
6.3,5600.0,102.0,,2049769.0,Flop
6.3,4700.0,117.0,19000000.0,27503037.0,Flop
4.5,3200.0,94.0,18000000.0,3077361.0,Flop
6.9,5700.0,90.0,,418053.0,Flop
6.0,1700.0,95.0,,4347648.0,Flop
5.5,703.0,92.0,,294266.0,Flop
7.6,5400.0,96.0,3000000.0,4609953.0,Flop
5.6,2200.0,75.0,,3299382.0,Flop
5.2,677.0,95.0,8000000.0,1097333.0,Flop
6.5,1500.0,111.0,,9114702.0,Flop
7.0,5300.0,106.0,9000000.0,3766879.0,Flop
5.5,3800.0,93.0,,3953745.0,Flop
4.8,2300.0,94.0,,169203.0,Flop
6.8,2300.0,120.0,,408839.0,Flop
7.3,5000.0,90.0,75000.0,,Flop
6.7,4500.0,108.0,,8742750.0,Flop
5.0,3600.0,95.0,3000000.0,1738897.0,Flop
6.2,4500.0,92.0,,510712.0,Flop
5.1,6200.0,102.0,2300000.0,792966.0,Flop
6.1,3500.0,102.0,14500000.0,8125592.0,Flop
7.4,7200.0,124.0,,6263883.0,Flop
6.1,3600.0,109.0,8500000.0,11604598.0,Flop
7.2,11000.0,103.0,,,Flop
5.4,3300.0,106.0,16000000.0,9015164.0,Flop
6.9,716.0,98.0,11500000.0,2260616.0,Flop
6.8,3500.0,97.0,,938562.0,Flop
5.3,1000.0,107.0,,4299023.0,Flop
6.0,2000.0,102.0,,1852655.0,Flop
6.1,1900.0,95.0,,201468.0,Flop
3.7,790.0,112.0,,1089000.0,Flop
6.0,881.0,116.0,,1247946.0,Flop
7.5,6800.0,120.0,,1601612.0,Flop
4.8,490.0,98.0,,2043889.0,Flop
5.5,1700.0,90.0,3000000.0,76325.0,Flop
6.3,2200.0,98.0,,7723506.0,Flop
5.7,917.0,124.0,,463972.0,Flop
5.0,201.0,95.0,5000000.0,,Flop
7.1,1500.0,104.0,,,Flop
6.0,1200.0,103.0,,2156471.0,Flop
4.8,1600.0,88.0,,858591.0,Flop
6.3,2700.0,117.0,20000000.0,2420917.0,Flop
5.8,849.0,119.0,,4795009.0,Flop
6.0,2900.0,89.0,,,Flop
6.0,1500.0,95.0,14000000.0,5932613.0,Flop
5.9,2700.0,120.0,18000000.0,3531971.0,Flop
6.2,1300.0,110.0,,2023282.0,Flop
6.6,2100.0,119.0,9500000.0,7754571.0,Flop
3.6,5000.0,89.0,,902152.0,Flop
5.1,1600.0,99.0,17000000.0,3560932.0,Flop
5.8,1600.0,103.0,,3690328.0,Flop
5.2,1300.0,85.0,,,Flop
4.8,1000.0,93.0,16000000.0,67878.0,Flop
5.8,2100.0,86.0,10000000.0,1642239.0,Flop
4.5,274.0,92.0,,,Flop
5.8,1800.0,119.0,34000000.0,3574256.0,Flop
5.9,1400.0,92.0,4000000.0,6985999.0,Flop
6.0,943.0,83.0,5000000.0,8153677.0,Flop
7.6,6100.0,81.0,,1417030.0,Flop
6.4,4800.0,103.0,,18587135.0,Flop
6.8,2600.0,91.0,,1776440.0,Flop
6.4,659.0,102.0,,960385.0,Flop
4.8,1200.0,100.0,10000000.0,3169719.0,Flop
5.4,1200.0,94.0,,1869417.0,Flop
5.5,1200.0,93.0,4000000.0,43671.0,Flop
4.4,4300.0,102.0,,363561.0,Flop
4.3,1100.0,107.0,,,Flop
6.2,761.0,91.0,,4348025.0,Flop
4.5,653.0,92.0,,,Flop
3.1,666.0,89.0,,129778.0,Flop
4.9,710.0,95.0,,337812.0,Flop
7.2,2100.0,102.0,,1316495.0,Flop
6.9,1700.0,95.0,,,Flop
5.8,877.0,94.0,,574080.0,Flop
6.0,696.0,104.0,,1354268.0,Flop
4.4,1300.0,83.0,,5368865.0,Flop
5.6,776.0,92.0,,216373.0,Flop
5.0,694.0,93.0,9000000.0,3473905.0,Flop
6.1,1400.0,94.0,6000000.0,1877618.0,Flop
5.5,353.0,90.0,,862551.0,Flop
8.7,1100000.0,146.0,25000000.0,46963277.0,Flop
7.6,370000.0,162.0,54000000.0,136861392.0,Hit
7.5,310000.0,113.0,65000000.0,261317921.0,Hit
7.0,299000.0,119.0,14000000.0,463406268.0,Hit
7.6,501000.0,103.0,18000000.0,476684675.0,Hit
7.1,203000.0,127.0,22000000.0,505703557.0,Hit
8.0,247000.0,181.0,22000000.0,424208848.0,Hit
7.1,126000.0,96.0,11000000.0,16667084.0,Flop
7.1,344000.0,124.0,70000000.0,240031274.0,Hit
7.8,191000.0,107.0,20000000.0,61276872.0,Hit
6.2,140000.0,111.0,15000000.0,201957688.0,Hit
5.6,22000.0,125.0,47000000.0,15691192.0,Flop
6.8,88000.0,93.0,13500000.0,201965915.0,Hit
7.9,456000.0,105.0,20000000.0,86024005.0,Hit
7.6,186000.0,135.0,30000000.0,200512643.0,Hit
6.1,59000.0,105.0,47000000.0,162738726.0,Hit
7.8,130000.0,121.0,31000000.0,52096475.0,Flop
6.0,9100.0,108.0,,4960385.0,Flop
7.2,86000.0,125.0,9500000.0,14561425.0,Flop
6.3,151000.0,108.0,35000000.0,57120318.0,Flop
5.8,83000.0,117.0,25000000.0,45681173.0,Flop
6.9,46000.0,91.0,,10360553.0,Flop
7.5,101000.0,113.0,25000000.0,26118851.0,Flop
7.4,416000.0,118.0,40000000.0,245077583.0,Hit
6.4,60000.0,96.0,14000000.0,48878502.0,Hit
6.4,11000.0,130.0,13000000.0,1293976.0,Flop
6.5,57000.0,85.0,11000000.0,8266343.0,Flop
6.9,39000.0,127.0,22000000.0,221303188.0,Hit
6.4,65000.0,109.0,22000000.0,53208180.0,Hit
6.1,81000.0,107.0,60000000.0,157920733.0,Hit
7.0,34000.0,103.0,5300000.0,2554476.0,Flop
6.4,95000.0,106.0,50000000.0,41482207.0,Flop
5.3,130000.0,104.0,42000000.0,119946358.0,Hit
6.5,32000.0,104.0,20000000.0,44143410.0,Hit
7.7,128000.0,115.0,14000000.0,5080409.0,Flop
6.2,17000.0,124.0,22000000.0,15645616.0,Flop
6.4,28000.0,90.0,,13985225.0,Flop
7.3,69000.0,117.0,,5017971.0,Flop
6.7,30000.0,110.0,20000000.0,35419397.0,Flop
5.9,47000.0,84.0,13000000.0,35763605.0,Hit
5.8,35000.0,102.0,25000000.0,39404261.0,Flop
7.1,20000.0,97.0,23000.0,1228108.0,Hit
6.6,82000.0,115.0,26000000.0,61489265.0,Hit
7.5,19000.0,94.0,,3106052.0,Flop
6.4,27000.0,110.0,,39024251.0,Flop
6.9,21000.0,119.0,20000000.0,21413105.0,Flop
6.5,21000.0,102.0,11000000.0,8862354.0,Flop
6.2,12000.0,137.0,19000000.0,10005969.0,Flop
6.2,34000.0,108.0,6000000.0,24271196.0,Hit
6.5,18000.0,115.0,15000000.0,27734391.0,Flop
5.5,23000.0,104.0,,71609321.0,Flop
5.4,29000.0,81.0,10000000.0,72270891.0,Hit
6.9,26000.0,110.0,,13446769.0,Flop
6.3,19000.0,97.0,,23591472.0,Flop
6.9,40000.0,77.0,30000000.0,27931461.0,Flop
6.5,14000.0,100.0,2500000.0,26385627.0,Hit
5.9,40000.0,93.0,38000000.0,153518974.0,Hit
6.9,40000.0,92.0,4200000.0,5835247.0,Flop
6.4,19000.0,102.0,18000000.0,44926706.0,Hit
6.7,16000.0,101.0,22000000.0,39071603.0,Flop
6.3,13000.0,136.0,,23472449.0,Flop
5.8,28000.0,96.0,10000000.0,47410827.0,Hit
7.2,27000.0,102.0,,11541758.0,Flop
6.7,22000.0,135.0,,20710451.0,Flop
5.2,25000.0,89.0,36000000.0,17373527.0,Flop
6.0,23000.0,98.0,,16247964.0,Flop
5.1,15000.0,85.0,2000000.0,5765562.0,Hit
7.2,15000.0,111.0,,15445131.0,Flop
6.2,9400.0,85.0,2500000.0,205068.0,Flop
7.2,21000.0,134.0,18000000.0,1911542.0,Flop
6.0,42000.0,110.0,20000000.0,138697012.0,Hit
6.9,27000.0,107.0,23000000.0,27441977.0,Flop
6.4,17000.0,104.0,20000000.0,21413502.0,Flop
6.0,21000.0,93.0,12000000.0,57968936.0,Hit
4.6,2500.0,87.0,350000.0,1242995.0,Hit
7.8,25000.0,119.0,12000000.0,2970161.0,Flop
5.8,27000.0,113.0,35000000.0,33461269.0,Flop
6.4,14000.0,97.0,,16186793.0,Flop
5.9,7000.0,99.0,5200000.0,2459895.0,Flop
5.7,18000.0,89.0,4000000.0,16853487.0,Hit
6.5,7700.0,103.0,,17487531.0,Flop
8.3,17000.0,98.0,,,Flop
6.8,20000.0,89.0,15000000.0,15260154.0,Flop
6.0,13000.0,94.0,1500000.0,5728953.0,Hit
6.4,12000.0,110.0,20000000.0,15379253.0,Flop
6.5,19000.0,102.0,12000000.0,21460601.0,Flop
5.7,13000.0,102.0,,8217997.0,Flop
6.6,7900.0,115.0,,2060847.0,Flop
5.6,16000.0,113.0,20000000.0,25069101.0,Flop
4.9,10000.0,89.0,10500000.0,11582891.0,Flop
6.8,12000.0,138.0,25000000.0,2075084.0,Flop
6.1,11000.0,91.0,7000000.0,4348368.0,Flop
6.3,5000.0,107.0,,1244381.0,Flop
6.6,12000.0,130.0,10000000.0,16153593.0,Flop
5.9,5000.0,95.0,,3989297.0,Flop
6.3,7700.0,99.0,7000000.0,12626043.0,Flop
4.7,45000.0,81.0,,47789074.0,Flop
7.4,21000.0,117.0,,739104.0,Flop
6.3,16000.0,93.0,3500000.0,16324573.0,Hit
5.9,26000.0,120.0,10000000.0,21633874.0,Hit
6.2,23000.0,107.0,12500000.0,29888235.0,Hit
7.4,10000.0,98.0,230000.0,2960492.0,Hit
7.6,15000.0,112.0,,5575738.0,Flop
7.5,23000.0,137.0,,5822041.0,Flop
5.6,4200.0,95.0,25000000.0,6939946.0,Flop
5.1,1100.0,97.0,19000000.0,1372350.0,Flop
7.2,7600.0,106.0,,1554742.0,Flop
6.1,7400.0,144.0,40000000.0,9645440.0,Flop
6.9,26000.0,74.0,,18115724.0,Flop
6.1,15000.0,123.0,21800000.0,22997992.0,Flop
7.5,9500.0,103.0,,1516414.0,Flop
5.6,4900.0,82.0,,20305841.0,Flop
6.6,11000.0,112.0,24000000.0,2319124.0,Flop
7.2,5900.0,128.0,20000000.0,15779578.0,Flop
6.6,8400.0,97.0,,10873237.0,Flop
5.7,14000.0,97.0,,27627310.0,Flop
6.5,8100.0,108.0,,20005435.0,Flop
6.0,2500.0,123.0,,2268181.0,Flop
5.4,5300.0,92.0,,17037887.0,Flop
4.8,8300.0,80.0,,1382462.0,Flop
4.8,6000.0,85.0,22000000.0,14760451.0,Flop
6.4,8000.0,97.0,,9888167.0,Flop
7.4,5800.0,107.0,,1494399.0,Flop
6.6,3300.0,114.0,,2678414.0,Flop
6.6,14000.0,106.0,12000000.0,7331647.0,Flop
5.5,1900.0,100.0,6000000.0,,Flop
5.7,3800.0,98.0,10000000.0,22424195.0,Hit
4.9,6900.0,111.0,,6698361.0,Flop
5.4,7200.0,105.0,18000000.0,2742912.0,Flop
7.7,7800.0,95.0,,1986433.0,Flop
6.5,5300.0,97.0,4000000.0,2070871.0,Flop
6.0,4100.0,85.0,2000000.0,1627955.0,Flop
7.3,9200.0,82.0,,1217084.0,Flop
5.4,9000.0,81.0,9000000.0,25029569.0,Hit
5.5,3000.0,90.0,,,Flop
5.6,945.0,82.0,,1494969.0,Flop
7.3,3500.0,97.0,,4873620.0,Flop
7.2,3500.0,136.0,19000000.0,4011793.0,Flop
6.1,6400.0,120.0,9000000.0,349618.0,Flop
6.6,2800.0,126.0,,7698010.0,Flop
7.4,9400.0,107.0,700000.0,357400.0,Flop
6.0,4200.0,90.0,,13236513.0,Flop
6.7,4500.0,88.0,12000000.0,3417056.0,Flop
5.8,2600.0,101.0,6700000.0,1171762.0,Flop
5.5,3600.0,85.0,11500000.0,334748.0,Flop
6.0,7700.0,89.0,,10959015.0,Flop
6.6,5600.0,132.0,,11207891.0,Flop
7.5,6900.0,158.0,,1055995.0,Flop
6.4,7300.0,104.0,23000000.0,5820015.0,Flop
6.2,5100.0,108.0,,6488114.0,Flop
6.7,2400.0,115.0,,6070725.0,Flop
5.2,3400.0,91.0,,8533973.0,Flop
4.4,7500.0,83.0,,25421633.0,Flop
6.2,1100.0,82.0,,1382259.0,Flop
6.9,3700.0,108.0,,1232210.0,Flop
7.7,3700.0,118.0,,1745470.0,Flop
5.3,3300.0,100.0,3000000.0,15369573.0,Hit
5.5,2200.0,90.0,5000000.0,485772.0,Flop
5.6,3500.0,94.0,,19740070.0,Flop
4.7,1400.0,95.0,,2218579.0,Flop
5.6,3300.0,100.0,,4134992.0,Flop
7.6,6200.0,105.0,,1730856.0,Flop
6.9,3700.0,138.0,,2231274.0,Flop
5.7,712.0,85.0,,1510053.0,Flop
6.2,2400.0,109.0,,20240128.0,Flop
3.9,1500.0,97.0,,1823154.0,Flop
4.9,4500.0,94.0,15000000.0,5585154.0,Flop
7.2,4000.0,108.0,,20554.0,Flop
7.2,2200.0,102.0,,1161135.0,Flop
6.0,1500.0,107.0,15000000.0,1106475.0,Flop
5.7,1200.0,97.0,,1436308.0,Flop
6.8,6300.0,96.0,,,Flop
5.7,1800.0,96.0,10000000.0,2346150.0,Flop
6.4,2200.0,97.0,,4010647.0,Flop
4.0,4600.0,99.0,,358047.0,Flop
4.8,2000.0,93.0,6500000.0,2032973.0,Flop
6.7,2600.0,138.0,17500000.0,947306.0,Flop
6.4,840.0,92.0,,5006.0,Flop
3.5,979.0,104.0,,4263112.0,Flop
5.7,1200.0,90.0,,,Flop
7.3,2900.0,107.0,,1576702.0,Flop
5.8,1200.0,106.0,12000000.0,1531489.0,Flop
7.7,995.0,101.0,,,Flop
6.0,2900.0,103.0,,11359129.0,Flop
4.9,1300.0,101.0,,8141292.0,Flop
