score,votes,runtime,budget,gross,movie_status
7.0,10000.0,108.0,5000000.0,621592.0,Flop
5.8,11000.0,95.0,8000000.0,2534372.0,Flop
6.4,11000.0,121.0,20000000.0,5323109.0,Flop
6.7,38000.0,103.0,33000000.0,18914307.0,Flop
7.3,706000.0,121.0,139000000.0,825025036.0,Hit
6.4,108000.0,124.0,68000000.0,193921372.0,Hit
7.1,259000.0,110.0,41000000.0,242875078.0,Hit
8.5,756000.0,150.0,35000000.0,120072577.0,Hit
7.4,572000.0,161.0,100000000.0,879602366.0,Hit
8.7,1500000.0,179.0,94000000.0,947495095.0,Hit
7.7,253000.0,117.0,80000000.0,181001478.0,Hit
6.7,254000.0,100.0,33000000.0,102984862.0,Hit
8.1,866000.0,141.0,52000000.0,352114312.0,Hit
7.6,386000.0,113.0,8000000.0,85720385.0,Hit
8.6,714000.0,130.0,,30680793.0,Flop
7.4,124000.0,97.0,,6479328.0,Flop
7.1,328000.0,115.0,48000000.0,249348933.0,Hit
6.7,344000.0,106.0,72000000.0,408247917.0,Hit
7.9,519000.0,119.0,60000000.0,214034224.0,Hit
6.5,658000.0,142.0,115000000.0,653779970.0,Hit
7.0,86000.0,107.0,4000000.0,9304609.0,Hit
5.1,103000.0,86.0,84000000.0,275650703.0,Hit
6.2,129000.0,101.0,60000000.0,82150183.0,Flop
7.6,519000.0,145.0,102000000.0,358372926.0,Hit
6.2,199000.0,94.0,63000000.0,296938801.0,Hit
7.2,259000.0,124.0,78000000.0,209196298.0,Hit
7.5,415000.0,167.0,100000000.0,193772504.0,Flop
6.8,22000.0,97.0,15000000.0,18009625.0,Flop
6.2,105000.0,108.0,30000000.0,180622424.0,Hit
7.7,132000.0,131.0,35000000.0,75395048.0,Hit
5.5,92000.0,104.0,,54639553.0,Flop
7.7,183000.0,115.0,19000000.0,32801173.0,Flop
6.7,83000.0,124.0,50000000.0,119137784.0,Hit
7.5,452000.0,81.0,59000000.0,383257136.0,Hit
6.8,266000.0,112.0,48000000.0,197079546.0,Hit
7.2,281000.0,118.0,46000000.0,113758770.0,Hit
6.2,351000.0,88.0,140000000.0,445135288.0,Hit
7.3,174000.0,92.0,80000000.0,273144151.0,Hit
7.2,220000.0,113.0,45000000.0,306776732.0,Hit
7.3,203000.0,101.0,11800000.0,47494916.0,Hit
7.2,107000.0,95.0,140000000.0,110041363.0,Flop
6.6,122000.0,95.0,5000000.0,368744044.0,Hit
7.2,133000.0,138.0,75000000.0,115374915.0,Flop
5.2,56000.0,84.0,43000000.0,69319426.0,Flop
5.9,175000.0,124.0,70000000.0,277448382.0,Hit
7.4,316000.0,107.0,20000000.0,5368217.0,Flop
5.5,133000.0,92.0,60000000.0,180630907.0,Hit
7.3,152000.0,95.0,25000000.0,24675714.0,Flop
6.1,209000.0,133.0,142000000.0,431971116.0,Hit
6.0,120000.0,96.0,80000000.0,123729176.0,Flop
6.6,106000.0,112.0,,76585828.0,Flop
6.8,290000.0,92.0,21000000.0,43928932.0,Hit
5.7,30000.0,104.0,25000000.0,51843679.0,Hit
5.5,96000.0,91.0,20000000.0,68349884.0,Hit
6.4,105000.0,92.0,5000000.0,38275483.0,Hit
5.3,86000.0,105.0,55000000.0,154906693.0,Hit
7.2,69000.0,83.0,80000000.0,122563539.0,Flop
6.7,204000.0,117.0,54000000.0,155010032.0,Hit
7.4,83000.0,123.0,12000000.0,56298474.0,Hit
7.0,255000.0,81.0,13000000.0,97837138.0,Hit
7.1,176000.0,101.0,30000000.0,130549455.0,Hit
7.0,85000.0,113.0,30000000.0,33013805.0,Flop
6.2,44000.0,81.0,10000000.0,16994625.0,Flop
7.9,176000.0,120.0,31000000.0,177395557.0,Hit
6.4,75000.0,116.0,60000000.0,67336470.0,Flop
5.4,53000.0,99.0,30000000.0,45867333.0,Flop
5.3,53000.0,101.0,35000000.0,45479110.0,Flop
6.2,34000.0,114.0,35000000.0,16838910.0,Flop
7.5,127000.0,110.0,25000000.0,108846072.0,Hit
5.6,72000.0,96.0,17000000.0,95146283.0,Hit
6.8,117000.0,96.0,12000000.0,52223306.0,Hit
5.6,75000.0,93.0,1500000.0,30553394.0,Hit
6.1,4700.0,115.0,,234255.0,Flop
5.9,34000.0,88.0,13000000.0,31167388.0,Hit
6.2,48000.0,82.0,18000000.0,43325009.0,Hit
5.8,138000.0,96.0,50000000.0,171269535.0,Hit
7.6,40000.0,185.0,,5427830.0,Flop
7.1,127000.0,116.0,36000000.0,102244770.0,Hit
3.6,39000.0,93.0,12000000.0,61141030.0,Hit
7.6,172000.0,135.0,5000000.0,23932055.0,Hit
8.0,120000.0,101.0,6428966.0,8836958.0,Flop
6.2,80000.0,99.0,47000000.0,30002758.0,Flop
5.3,20000.0,99.0,30000000.0,62274780.0,Hit
6.6,50000.0,110.0,4000000.0,11832822.0,Hit
5.4,50000.0,97.0,70000000.0,51386477.0,Flop
6.4,77000.0,119.0,32000000.0,55305279.0,Flop
7.3,34000.0,120.0,12500000.0,23367586.0,Flop
6.4,44000.0,93.0,8000000.0,16860964.0,Hit
6.8,37000.0,101.0,2000000.0,685608.0,Flop
7.6,65000.0,129.0,4000000.0,2046061.0,Flop
5.8,41000.0,115.0,38000000.0,51806184.0,Flop
6.4,40000.0,115.0,42000000.0,63781810.0,Flop
6.1,111000.0,101.0,60000000.0,199043471.0,Hit
6.3,39000.0,109.0,50000000.0,8382938.0,Flop
6.5,33000.0,132.0,35000000.0,29882645.0,Flop
7.0,9400.0,101.0,250000.0,3809226.0,Hit
5.5,36000.0,88.0,15000000.0,52970014.0,Hit
7.1,124000.0,125.0,30000000.0,105834556.0,Hit
3.3,23000.0,80.0,16000000.0,43411001.0,Hit
5.9,34000.0,118.0,20000000.0,57588485.0,Hit
4.0,39000.0,94.0,13000000.0,37664855.0,Hit
6.1,67000.0,134.0,115000000.0,77628265.0,Flop
5.8,26000.0,85.0,10000000.0,33526835.0,Hit
5.3,25000.0,96.0,55000000.0,6632383.0,Flop
5.9,34000.0,86.0,25000000.0,41604473.0,Flop
5.2,62000.0,100.0,38000000.0,119723358.0,Hit
6.6,22000.0,90.0,15000000.0,19344615.0,Flop
6.9,33000.0,127.0,22000000.0,80693537.0,Hit
6.2,54000.0,115.0,50000000.0,56714147.0,Flop
6.3,51000.0,125.0,70000000.0,32287044.0,Flop
6.7,50000.0,107.0,,128027976.0,Flop
3.6,16000.0,89.0,10000000.0,1036520.0,Flop
6.6,34000.0,93.0,500000.0,264349.0,Flop
6.1,37000.0,104.0,60000000.0,52323400.0,Flop
4.6,6400.0,91.0,15600000.0,13802599.0,Flop
6.1,19000.0,116.0,27000000.0,73839240.0,Hit
7.3,41000.0,97.0,10000000.0,13904766.0,Flop
7.1,11000.0,97.0,,3116526.0,Flop
5.4,81000.0,98.0,60000000.0,104391623.0,Flop
5.1,19000.0,85.0,10000000.0,34411240.0,Hit
7.9,106000.0,112.0,,64790996.0,Flop
7.8,43000.0,109.0,,1007747.0,Flop
5.3,17000.0,99.0,29000000.0,20146150.0,Flop
6.7,61000.0,138.0,100000000.0,65716126.0,Flop
5.5,51000.0,77.0,120000000.0,169956806.0,Flop
6.9,32000.0,98.0,9000000.0,6919198.0,Flop
7.3,34000.0,117.0,,2801397.0,Flop
3.1,26000.0,98.0,70000000.0,25852764.0,Flop
6.5,68000.0,98.0,45000000.0,94935764.0,Hit
7.1,30000.0,109.0,16000000.0,21672284.0,Flop
6.2,21000.0,105.0,40000000.0,2622015.0,Flop
6.5,20000.0,85.0,40000000.0,8493890.0,Flop
7.4,45000.0,107.0,13500000.0,29027914.0,Hit
7.0,47000.0,92.0,1000000.0,1239183.0,Flop
6.1,59000.0,117.0,10000000.0,19576023.0,Flop
6.6,13000.0,105.0,7000000.0,2704951.0,Flop
6.4,43000.0,110.0,50000000.0,31794718.0,Flop
5.5,73000.0,108.0,85000000.0,78382433.0,Flop
6.2,30000.0,94.0,20000000.0,14946150.0,Flop
7.1,30000.0,103.0,18000000.0,1073198.0,Flop
6.7,42000.0,92.0,3500000.0,3657876.0,Flop
6.3,30000.0,102.0,12000000.0,77063924.0,Hit
7.5,40000.0,101.0,3500000.0,41062976.0,Hit
7.4,28000.0,94.0,6000000.0,16217411.0,Hit
6.2,23000.0,106.0,30000000.0,13414416.0,Flop
7.1,39000.0,105.0,6500000.0,12633747.0,Flop
7.7,41000.0,105.0,,25382911.0,Flop
6.6,21000.0,118.0,15000000.0,12150301.0,Flop
5.6,9700.0,101.0,250000.0,144008.0,Flop
4.9,31000.0,94.0,20000000.0,15020293.0,Flop
7.7,26000.0,114.0,,21107578.0,Flop
7.1,12000.0,132.0,10000000.0,3651462.0,Flop
5.6,45000.0,116.0,70000000.0,66200782.0,Flop
7.1,30000.0,111.0,,42426583.0,Flop
6.8,36000.0,98.0,10000000.0,5808941.0,Flop
5.2,26000.0,99.0,33000000.0,115035090.0,Hit
7.1,27000.0,101.0,30000000.0,27674124.0,Flop
5.7,52000.0,104.0,65000000.0,172855065.0,Hit
6.4,16000.0,103.0,,4412203.0,Flop
5.4,14000.0,86.0,14000000.0,6413915.0,Flop
5.5,14000.0,93.0,12000000.0,12517488.0,Flop
4.2,5200.0,88.0,35000000.0,18012097.0,Flop
5.9,13000.0,95.0,15000000.0,26306533.0,Flop
4.9,9400.0,99.0,25000000.0,12302219.0,Flop
6.1,18000.0,103.0,3500000.0,254683.0,Flop
7.3,40000.0,122.0,,33272835.0,Flop
5.2,14000.0,94.0,26000000.0,38793283.0,Flop
6.1,8600.0,113.0,,308552.0,Flop
5.8,19000.0,72.0,20000000.0,115121981.0,Hit
7.4,20000.0,99.0,,8690168.0,Flop
6.9,9700.0,99.0,4000000.0,563711.0,Flop
3.4,20000.0,101.0,40000000.0,18902015.0,Flop
6.8,9500.0,97.0,,772336.0,Flop
5.4,7100.0,97.0,12000000.0,1440653.0,Flop
5.4,19000.0,88.0,10600000.0,33988736.0,Hit
5.9,83000.0,96.0,60000000.0,55003135.0,Flop
5.6,15000.0,98.0,10000000.0,38068353.0,Hit
5.9,5100.0,129.0,,462976.0,Flop
5.6,14000.0,85.0,25000000.0,60694737.0,Hit
3.8,25000.0,95.0,100000000.0,7103973.0,Flop
7.6,24000.0,107.0,,1758689.0,Flop
5.3,22000.0,76.0,34000000.0,23833131.0,Flop
4.7,9500.0,101.0,2000000.0,3438804.0,Flop
6.6,14000.0,117.0,21000000.0,10011050.0,Flop
4.6,15000.0,98.0,13000000.0,19233280.0,Flop
5.8,24000.0,103.0,40000000.0,16872671.0,Flop
5.5,61000.0,95.0,85000000.0,77885672.0,Flop
7.5,9800.0,113.0,,1692272.0,Flop
5.8,7300.0,99.0,1200000.0,68716.0,Flop
5.6,2800.0,92.0,,411830.0,Flop
3.7,19000.0,91.0,70000000.0,20154899.0,Flop
6.5,8700.0,109.0,8000000.0,28316451.0,Hit
5.6,7100.0,96.0,10000000.0,6282446.0,Flop
4.4,7900.0,108.0,,44310395.0,Flop
6.9,17000.0,109.0,12500000.0,16318449.0,Flop
7.5,10000.0,128.0,9000000.0,2845696.0,Flop
7.4,13000.0,106.0,,3633509.0,Flop
6.9,7200.0,90.0,3000000.0,7777790.0,Hit
5.4,6400.0,90.0,12000000.0,33082548.0,Hit
6.3,13000.0,102.0,25000000.0,14815898.0,Flop
6.1,24000.0,108.0,40000000.0,29676703.0,Flop
7.0,24000.0,97.0,11000000.0,4247089.0,Flop
5.9,3100.0,91.0,,104130.0,Flop
5.6,4000.0,110.0,,132221.0,Flop
8.1,1000000.0,111.0,30000000.0,180906076.0,Hit
8.0,1000000.0,143.0,140000000.0,654264015.0,Hit
8.9,1700000.0,201.0,94000000.0,1146030912.0,Hit
7.1,219000.0,88.0,24000000.0,87135520.0,Hit
7.9,430000.0,138.0,25000000.0,156595191.0,Hit
7.6,444000.0,135.0,40000000.0,245203167.0,Hit
7.5,114000.0,130.0,38000000.0,38955598.0,Flop
5.9,259000.0,107.0,76000000.0,236350661.0,Hit
7.0,258000.0,121.0,22000000.0,95708457.0,Hit
8.4,532000.0,120.0,3000000.0,15189934.0,Hit
7.7,426000.0,102.0,4000000.0,118686937.0,Hit
5.7,35000.0,91.0,80000000.0,68514844.0,Flop
8.0,422000.0,125.0,70000000.0,123218424.0,Flop
7.2,529000.0,138.0,150000000.0,741847937.0,Hit
7.2,114000.0,115.0,15000000.0,24152155.0,Flop
8.1,152000.0,132.0,2800000.0,1162593.0,Flop
8.1,972000.0,100.0,94000000.0,940352645.0,Hit
5.6,255000.0,138.0,137000000.0,245285165.0,Flop
7.1,283000.0,109.0,35000000.0,131095990.0,Hit
6.8,81000.0,100.0,2000000.0,10128960.0,Hit
6.1,113000.0,84.0,12600000.0,28650575.0,Hit
7.0,350000.0,111.0,60000000.0,176070171.0,Hit
6.3,383000.0,109.0,200000000.0,433371112.0,Hit
6.8,68000.0,113.0,100000000.0,121975011.0,Flop
7.3,140000.0,109.0,8000000.0,58469210.0,Hit
6.7,459000.0,129.0,150000000.0,427344325.0,Hit
5.3,209000.0,103.0,78000000.0,179179718.0,Hit
7.4,208000.0,138.0,150000000.0,211622535.0,Flop
6.5,34000.0,137.0,60000000.0,38364277.0,Flop
3.7,84000.0,99.0,6000000.0,4988181.0,Flop
6.2,133000.0,98.0,9500000.0,107363905.0,Hit
6.0,141000.0,117.0,80000000.0,207725639.0,Hit
7.7,409000.0,154.0,140000000.0,454627263.0,Hit
7.0,81000.0,117.0,20000000.0,71406573.0,Hit
5.7,61000.0,116.0,80000000.0,43935763.0,Flop
7.4,521000.0,134.0,110000000.0,407711549.0,Hit
6.7,103000.0,104.0,85000000.0,80981914.0,Flop
6.1,80000.0,89.0,7000000.0,16829545.0,Hit
7.3,233000.0,90.0,28000000.0,90259536.0,Hit
6.4,156000.0,102.0,29000000.0,98769390.0,Hit
6.7,43000.0,102.0,,22441497.0,Flop
7.2,142000.0,154.0,79000000.0,173013509.0,Hit
5.9,96000.0,98.0,40000000.0,190538630.0,Hit
5.3,22000.0,119.0,12000000.0,23726793.0,Flop
7.5,54000.0,109.0,30000000.0,48260279.0,Flop
5.5,140000.0,84.0,48000000.0,220673217.0,Hit
6.4,218000.0,116.0,50000000.0,177502387.0,Hit
5.8,171000.0,110.0,78000000.0,179265204.0,Hit
5.8,61000.0,105.0,25000000.0,50732139.0,Hit
6.6,237000.0,147.0,130000000.0,273339556.0,Hit
7.4,68000.0,139.0,22000000.0,68296293.0,Hit
6.5,79000.0,117.0,65000000.0,141337989.0,Hit
5.7,113000.0,97.0,30000000.0,116632628.0,Hit
6.7,380000.0,101.0,81000000.0,484592874.0,Hit
8.0,141000.0,178.0,10000000.0,16689283.0,Flop
7.0,235000.0,97.0,33000000.0,223853736.0,Hit
6.2,129000.0,97.0,20000000.0,160846332.0,Hit
4.9,123000.0,106.0,120000000.0,259175788.0,Hit
4.8,63000.0,95.0,45000000.0,124914842.0,Hit
5.6,14000.0,98.0,17000000.0,23769505.0,Flop
6.2,207000.0,106.0,75000000.0,195745823.0,Hit
5.7,52000.0,79.0,500000.0,54683487.0,Hit
6.7,115000.0,128.0,80000000.0,265328738.0,Hit
6.9,74000.0,100.0,12000000.0,33030115.0,Hit
4.0,59000.0,82.0,109000000.0,133960541.0,Flop
6.8,101000.0,85.0,128000000.0,250397798.0,Flop
5.0,14000.0,93.0,10000000.0,402599.0,Flop
6.6,115000.0,121.0,75000000.0,86468162.0,Flop
6.2,156000.0,90.0,26000000.0,90941129.0,Hit
7.6,228000.0,124.0,20000000.0,60427839.0,Hit
6.2,93000.0,100.0,60000000.0,120801243.0,Hit
6.2,152000.0,87.0,40000000.0,160466000.0,Hit
6.1,45000.0,94.0,55000000.0,46061847.0,Flop
7.3,126000.0,116.0,62000000.0,65565672.0,Flop
6.8,49000.0,113.0,18000000.0,58878723.0,Hit
7.3,68000.0,140.0,87000000.0,148336445.0,Flop
6.3,198000.0,96.0,55000000.0,232722935.0,Hit
5.5,69000.0,95.0,18000000.0,101564935.0,Hit
6.8,69000.0,91.0,,6291958.0,Flop
5.6,132000.0,117.0,95000000.0,160099222.0,Flop
7.2,88000.0,81.0,3000000.0,10012022.0,Hit
5.0,31000.0,86.0,11000000.0,47488536.0,Hit
4.3,57000.0,84.0,38000000.0,197101678.0,Hit
2.5,46000.0,121.0,54000000.0,7266209.0,Flop
6.5,58000.0,105.0,50000000.0,55495563.0,Flop
5.5,95000.0,135.0,60000000.0,73498611.0,Flop
3.4,38000.0,85.0,19000000.0,39267515.0,Hit
7.1,94000.0,127.0,60000000.0,80154140.0,Flop
5.6,60000.0,104.0,17000000.0,63102666.0,Hit
6.2,102000.0,114.0,50000000.0,88323487.0,Flop
5.5,90000.0,134.0,68000000.0,81240406.0,Flop
8.0,79000.0,103.0,,8945072.0,Flop
5.6,65000.0,92.0,60000000.0,164433867.0,Hit
6.3,105000.0,119.0,60000000.0,117248958.0,Flop
5.9,56000.0,89.0,40000000.0,19322135.0,Flop
5.4,44000.0,94.0,18000000.0,62228395.0,Hit
6.6,22000.0,104.0,5000000.0,2466444.0,Flop
5.1,44000.0,88.0,90000000.0,182290266.0,Hit
6.7,51000.0,86.0,60000000.0,80773077.0,Flop
2.1,36000.0,90.0,12000000.0,13818181.0,Flop
6.3,16000.0,219.0,56000000.0,12923936.0,Flop
7.5,66000.0,126.0,16500000.0,16763804.0,Flop
6.1,46000.0,109.0,36000000.0,44350926.0,Flop
7.6,68000.0,89.0,500000.0,8701337.0,Hit
7.7,140000.0,121.0,,79316957.0,Flop
6.5,61000.0,98.0,50000000.0,42792561.0,Flop
6.3,30000.0,106.0,30000000.0,22954068.0,Flop
6.0,12000.0,105.0,6000000.0,5141166.0,Flop
5.8,108000.0,98.0,40000000.0,141591324.0,Hit
5.1,34000.0,102.0,28000000.0,58795814.0,Hit
7.2,72000.0,105.0,,20235426.0,Flop
7.0,137000.0,92.0,23000000.0,76490720.0,Hit
7.1,34000.0,94.0,6000000.0,2944752.0,Flop
5.5,37000.0,94.0,17000000.0,55534455.0,Hit
6.9,33000.0,101.0,3200000.0,10464788.0,Hit
5.8,42000.0,101.0,25000000.0,56489558.0,Hit
6.2,36000.0,92.0,20000000.0,44617342.0,Hit
7.2,27000.0,91.0,,18750246.0,Flop
5.0,22000.0,118.0,,29119434.0,Flop
6.9,24000.0,108.0,10000000.0,93400759.0,Hit
7.9,65000.0,186.0,,13200241.0,Flop
5.3,26000.0,87.0,30000000.0,19526014.0,Flop
5.2,19000.0,86.0,15000000.0,34622504.0,Hit
4.4,30000.0,89.0,60000000.0,88929111.0,Flop
8.0,44000.0,110.0,,8482993.0,Flop
6.9,39000.0,109.0,35000000.0,53293628.0,Flop
6.6,131000.0,115.0,46000000.0,101191884.0,Hit
7.1,61000.0,95.0,,7929307.0,Flop
6.4,13000.0,98.0,6400000.0,2561820.0,Flop
5.3,36000.0,116.0,75000000.0,51142659.0,Flop
7.8,36000.0,113.0,,528245.0,Flop
5.6,49000.0,88.0,,50097949.0,Flop
7.8,51000.0,80.0,9500000.0,14776760.0,Flop
6.9,2200.0,124.0,,5762801.0,Flop
5.2,4400.0,119.0,,167999.0,Flop
5.7,52000.0,118.0,55000000.0,65784503.0,Flop
6.5,26000.0,110.0,,6585516.0,Flop
7.8,33000.0,92.0,,453133.0,Flop
4.6,7700.0,96.0,,436365.0,Flop
7.5,48000.0,116.0,,34196922.0,Flop
6.6,5400.0,102.0,,2905499.0,Flop
7.6,68000.0,93.0,,8604201.0,Flop
5.5,48000.0,104.0,52000000.0,37713879.0,Flop
6.3,40000.0,101.0,35000000.0,39468111.0,Flop
4.7,13000.0,110.0,24000000.0,23510621.0,Flop
7.3,21000.0,100.0,,3783.0,Flop
5.3,40000.0,88.0,41000000.0,34268701.0,Flop
7.4,48000.0,101.0,,7986084.0,Flop
6.7,11000.0,96.0,4000000.0,826617.0,Flop
6.3,15000.0,98.0,5000000.0,782606.0,Flop
5.6,35000.0,105.0,33000000.0,164729679.0,Hit
6.1,18000.0,100.0,20000000.0,8564586.0,Flop
5.2,8200.0,100.0,,21964072.0,Flop
8.5,21000.0,366.0,,2799773.0,Flop
5.7,16000.0,98.0,40000000.0,26891849.0,Flop
6.7,34000.0,97.0,15000000.0,23014206.0,Flop
7.0,17000.0,107.0,850000.0,865028.0,Flop
6.5,26000.0,127.0,35000000.0,11705002.0,Flop
5.6,4700.0,109.0,,8211508.0,Flop
4.8,4000.0,80.0,,12661189.0,Flop
5.6,6900.0,123.0,30000000.0,33972062.0,Flop
6.3,30000.0,108.0,18000000.0,13585075.0,Flop
6.9,7200.0,113.0,8000000.0,6586341.0,Flop
6.2,5700.0,114.0,,2707738.0,Flop
5.4,15000.0,72.0,20000000.0,186303759.0,Hit
4.7,29000.0,86.0,14000000.0,18191005.0,Flop
5.6,17000.0,101.0,20000000.0,17432163.0,Flop
6.8,15000.0,105.0,5000000.0,5175215.0,Flop
6.8,10000.0,108.0,2500000.0,579986.0,Flop
2.1,25000.0,81.0,12000000.0,4928883.0,Flop
7.1,13000.0,104.0,10000000.0,1271244.0,Flop
5.5,18000.0,95.0,35200000.0,38620484.0,Flop
5.5,8200.0,109.0,8000000.0,435625.0,Flop
7.0,20000.0,80.0,300000.0,3282321.0,Hit
6.2,20000.0,93.0,7500000.0,886018.0,Flop
6.6,10000.0,114.0,,499149.0,Flop
4.7,5900.0,90.0,,83439.0,Flop
6.3,4500.0,100.0,,5254422.0,Flop
5.2,17000.0,102.0,38000000.0,11560806.0,Flop
7.0,11000.0,129.0,,58202.0,Flop
6.9,20000.0,98.0,17000000.0,9439660.0,Flop
6.3,12000.0,101.0,10000000.0,459098.0,Flop
6.8,4000.0,112.0,2500000.0,3039587.0,Flop
6.3,10000.0,100.0,,2917393.0,Flop
5.6,7900.0,80.0,25000000.0,55250496.0,Hit
4.9,11000.0,117.0,,12991996.0,Flop
6.6,15000.0,123.0,30000000.0,29632684.0,Flop
5.1,2500.0,104.0,,377271.0,Flop
6.7,20000.0,90.0,780000.0,1310470.0,Flop
7.6,19000.0,145.0,,10781635.0,Flop
5.8,41000.0,84.0,1300000.0,65497208.0,Hit
7.5,24000.0,106.0,,9781854.0,Flop
6.3,6300.0,112.0,15000000.0,6415017.0,Flop
7.6,29000.0,99.0,,34883010.0,Flop
5.1,4100.0,87.0,18000000.0,45490616.0,Hit
7.0,23000.0,108.0,,343847.0,Flop
5.6,9300.0,101.0,16000000.0,14390329.0,Flop
5.4,8100.0,106.0,,478996.0,Flop
5.4,4500.0,112.0,,546106.0,Flop
7.6,25000.0,111.0,,1277800.0,Flop
6.7,208000.0,109.0,25000000.0,30381722.0,Flop
6.6,200000.0,92.0,25000000.0,22605153.0,Flop
6.7,235000.0,92.0,20000000.0,168423227.0,Hit
5.6,135000.0,109.0,37000000.0,113100873.0,Hit
7.0,347000.0,97.0,17000000.0,130126277.0,Hit
7.9,570000.0,142.0,130000000.0,797361618.0,Hit
7.2,500000.0,163.0,175000000.0,497409852.0,Hit
8.3,935000.0,108.0,20000000.0,74036715.0,Hit
8.0,702000.0,137.0,30000000.0,154118820.0,Hit
7.8,534000.0,123.0,29000000.0,117815157.0,Hit
7.4,421000.0,128.0,60000000.0,219100084.0,Hit
6.1,251000.0,131.0,160000000.0,300157638.0,Flop
8.0,673000.0,115.0,92000000.0,631607053.0,Hit
7.6,391000.0,103.0,1200000.0,103911669.0,Hit
7.5,373000.0,120.0,65000000.0,220239925.0,Hit
7.5,342000.0,170.0,110000000.0,213719942.0,Flop
7.3,559000.0,127.0,200000000.0,788976453.0,Hit
6.4,152000.0,124.0,33000000.0,54700105.0,Flop
7.1,509000.0,115.0,120000000.0,353133898.0,Hit
8.2,350000.0,119.0,24000000.0,236214446.0,Hit
6.4,81000.0,131.0,80000000.0,55470154.0,Flop
8.1,650000.0,132.0,30000000.0,216763646.0,Hit
7.9,525000.0,99.0,,30097092.0,Flop
6.5,247000.0,108.0,60000000.0,256697520.0,Hit
6.7,20000.0,86.0,,2766976.0,Flop
7.6,460000.0,113.0,13000000.0,96822421.0,Hit
6.4,424000.0,124.0,125000000.0,552639571.0,Hit
7.3,171000.0,105.0,,11850214.0,Flop
6.9,204000.0,96.0,400000.0,46138887.0,Hit
6.8,335000.0,99.0,75000000.0,198520934.0,Hit
7.7,336000.0,146.0,70000000.0,130834852.0,Flop
8.2,338000.0,156.0,,92181574.0,Flop
6.2,174000.0,98.0,37000000.0,96455697.0,Hit
7.2,431000.0,93.0,150000000.0,928760770.0,Hit
7.7,424000.0,112.0,6500000.0,98410061.0,Hit
7.7,443000.0,108.0,75000000.0,290835269.0,Hit
7.3,243000.0,101.0,26000000.0,102278712.0,Hit
7.2,221000.0,127.0,30000000.0,612054506.0,Hit
6.2,190000.0,94.0,45000000.0,129342769.0,Hit
6.8,312000.0,122.0,66000000.0,99378985.0,Flop
7.2,337000.0,94.0,26000000.0,90709367.0,Hit
6.3,72000.0,86.0,46000000.0,57223890.0,Flop
7.3,185000.0,119.0,50000000.0,34809623.0,Flop
6.8,199000.0,108.0,140000000.0,211468235.0,Flop
7.7,366000.0,101.0,5000000.0,8203235.0,Flop
7.2,118000.0,143.0,70000000.0,154649125.0,Hit
7.2,207000.0,104.0,27000000.0,115505027.0,Hit
6.9,311000.0,131.0,100000000.0,347512318.0,Hit
5.6,165000.0,175.0,155000000.0,167298192.0,Flop
6.7,218000.0,119.0,105000000.0,115900534.0,Flop
4.8,22000.0,71.0,,1590308.0,Flop
6.6,107000.0,129.0,80000000.0,96105910.0,Flop
6.3,162000.0,126.0,120000000.0,203567857.0,Flop
6.5,367000.0,125.0,110000000.0,362744280.0,Hit
7.0,185000.0,88.0,9000000.0,23936908.0,Hit
5.8,169000.0,113.0,65000000.0,131977904.0,Hit
5.6,188000.0,101.0,60000000.0,177427090.0,Hit
6.3,257000.0,115.0,80000000.0,522657936.0,Hit
7.5,183000.0,127.0,16000000.0,109706931.0,Hit
7.2,60000.0,118.0,30000000.0,61950770.0,Hit
6.1,141000.0,101.0,60000000.0,170268750.0,Hit
6.0,171000.0,90.0,75000000.0,374583879.0,Hit
8.1,244000.0,80.0,2700000.0,15936507.0,Hit
6.3,64000.0,96.0,31000000.0,27388767.0,Flop
6.9,101000.0,77.0,7000.0,545436.0,Hit
5.9,83000.0,95.0,19000000.0,70067909.0,Hit
6.0,129000.0,90.0,42000000.0,178311729.0,Hit
6.7,7600.0,106.0,,1482316.0,Flop
7.1,82000.0,87.0,30000000.0,141067127.0,Hit
5.1,52000.0,93.0,80000000.0,181216833.0,Hit
6.2,101000.0,104.0,35000000.0,76665191.0,Hit
8.1,340000.0,121.0,17500000.0,33882243.0,Flop
6.2,84000.0,103.0,45000000.0,65470529.0,Flop
7.7,130000.0,99.0,20000000.0,104882445.0,Hit
5.7,24000.0,93.0,40000000.0,10898337.0,Flop
7.4,209000.0,102.0,2500000.0,35825316.0,Hit
5.8,76000.0,113.0,40000000.0,134734481.0,Hit
5.3,21000.0,97.0,50000000.0,40954603.0,Flop
3.4,113000.0,104.0,100000000.0,82102379.0,Flop
4.8,40000.0,87.0,12000000.0,24829644.0,Hit
7.4,53000.0,129.0,12000000.0,20205757.0,Flop
4.1,27000.0,84.0,40000000.0,46546197.0,Flop
7.7,141000.0,152.0,40000000.0,123971376.0,Hit
6.1,37000.0,111.0,23000000.0,12313323.0,Flop
6.5,186000.0,96.0,40000000.0,92913171.0,Hit
6.2,20000.0,122.0,7000000.0,24716440.0,Hit
7.7,201000.0,106.0,25000000.0,116650613.0,Hit
7.2,162000.0,98.0,32000000.0,50826898.0,Flop
5.4,16000.0,89.0,10000000.0,10143022.0,Flop
5.9,140000.0,91.0,10000000.0,187281115.0,Hit
5.9,87000.0,120.0,110000000.0,72178895.0,Flop
6.3,61000.0,98.0,31000000.0,41682237.0,Flop
